,,,,,,,,,,,,,,,,,TRAIL 12M,AÑO DE INICIO,TICKER,Nombre,,,,,,,,,,RATING,UPSIDE,PRECIO ACTUAL,PRECIO COMPRA,MEDIANA MAXIMA,PRECIO MAXIMO,BANDA MAXIMA,YIELD MAXIMO,YIELD OVERVALUED,YIELD MEDIO,YOC MAXIMO,G/P MAXIMAS,G/P MAXIMAS CON DIV,RATING MAXIMO,,,,COTIZACIÓN,,,SI,,,MAXIMO,MINIMO,ANCHO,DIVISION,MARCAS
,,,,,,,,,,,,,,,,,NO,2016,CDFF LN,Cardiff Property PLC/The,,,,,,,,,,100%,0%,$2.750,00,$  2.084,56,$    2.316,18,$      2.750,00,$  2.750,00,1.06%,0.76%,0.90%,1.63%,113.59%,118.31%,110%,,,,,,,NO,,,1.03%,0.75%,0.29%,0.01%,29
,,,,,,,,,,,,,,,,,CONFIANZA,EXTRA,YOC,FECHA COMPRA,,,,,,,,,,PRECIO MEDIANA,UPSIDE MEDIANA,YIELD ACTUAL,PRECIO VENTA,MEDIANA MINIMA,PRECIO MINIMO,BANDA MINIMA,YIELD MINIMO,YIELD UNDERVALUED,MEDIANA YIELD,YOC MINIMO,G/P MINIMAS,G/P MINIMAS CON DIV,RATING MINIMO,,,,3Y CAGR,0.00%,,Cardiff Property PLC/The - Max. DrawDown (%),,,,,,,
,,,,,,,,,,,,,,,,,90%,NO,1.01%,11/10/2017,,,,,,,,,,$    2.316,18,-16%,0.76%,$  2.750,00,$   1.500,00,$       1.287,50,$   1.350,00,0.75%,1.01%,0.91%,0.76%,0.00%,0.00%,-15%,,,,5Y CAGR,3.36%,,Cardiff Property PLC/The - Returns (%),,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10Y CAGR,4.44%,,Cardiff Property PLC/The - Yield On Cost (YOC),,,,,,,
,,,,,,,,,,,,,,,,,,YEAR,Date,Close,RSM POSITIVO,RSM NEGATIVO,Date,Close,Date,Close,RSD,MA(RSD),MRS = (( RSD(today) /ma(RSD(today). n)) - 1 ) * 100,YIELD,PRICE,DPS,CHANEL O,CHANEL U,CHANEL M,RATING,UPSIDE,OVERVALUED,UNDERVALUED,YOC,PRECIO,DIVIDENDOS,DIVIDENDOS DESDE COMPRA,MEDIANA YIELD,MAX. DRAWDOWN,,AÑO,DIVIDENDOS,% YoY,Cardiff Property PLC/The - Rating: 100% - Upside: 0%,,,Nº,INTERVALOS,FRECUENCIA,F. ACUMULADA,% TOTAL
,,,,,,,,,,,,,,,,,,2021,10/25/2021,1.875,00,,,,,,,,,,0.95%,1.875,00,17.80,2.330,95,1.766,91,1.963,24,19%,24%,0.76%,1.01%,1.12%,46.67%,46.67%,0,0.91%,-2.60%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,10/26/2021,1.875,00,,,,,,,,,,0.95%,1.875,00,17.80,2.330,95,1.766,91,1.963,24,19%,24%,0.76%,1.01%,1.12%,46.67%,46.67%,0,0.91%,-2.60%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,10/27/2021,1.875,00,,,,,,,,,,0.95%,1.875,00,17.80,2.330,95,1.766,91,1.963,24,19%,24%,0.76%,1.01%,1.12%,46.67%,46.67%,0,0.91%,-2.60%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,10/28/2021,1.875,00,,,,,,,,,,0.95%,1.875,00,17.80,2.330,95,1.766,91,1.963,24,19%,24%,0.76%,1.01%,1.12%,46.67%,46.67%,0,0.91%,-2.60%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,10/29/2021,1.875,00,,,,,,,,,,0.95%,1.875,00,17.80,2.330,95,1.766,91,1.963,24,19%,24%,0.76%,1.01%,1.12%,46.67%,46.67%,0,0.91%,-2.60%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,11/1/2021,1.875,00,,,,,,,,,,0.95%,1.875,00,17.80,2.330,95,1.766,91,1.963,24,19%,24%,0.76%,1.01%,1.12%,46.67%,46.67%,0,0.91%,-2.60%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,11/2/2021,1.875,00,,,,,,,,,,0.95%,1.875,00,17.80,2.330,95,1.766,91,1.963,24,19%,24%,0.76%,1.01%,1.12%,46.67%,46.67%,0,0.91%,-2.60%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,11/3/2021,1.875,00,,,,,,,,,,0.95%,1.875,00,17.80,2.330,95,1.766,91,1.963,24,19%,24%,0.76%,1.01%,1.12%,46.67%,46.67%,0,0.91%,-2.60%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,11/4/2021,1.925,00,,,,,,,,,,0.92%,1.925,00,17.80,2.330,95,1.766,91,1.963,24,28%,21%,0.76%,1.01%,1.09%,42.86%,42.86%,0,0.91%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,11/5/2021,1.925,00,,,,,,,,,,0.92%,1.925,00,17.80,2.330,95,1.766,91,1.963,24,28%,21%,0.76%,1.01%,1.09%,42.86%,42.86%,0,0.91%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,11/8/2021,1.925,00,,,,,,,,,,0.92%,1.925,00,17.80,2.330,95,1.766,91,1.963,24,28%,21%,0.76%,1.01%,1.09%,42.86%,42.86%,0,0.91%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,11/9/2021,1.925,00,,,,,,,,,,0.92%,1.925,00,17.80,2.330,95,1.766,91,1.963,24,28%,21%,0.76%,1.01%,1.09%,42.86%,42.86%,0,0.91%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,11/10/2021,1.950,00,,,,,,,,,,0.91%,1.950,00,17.80,2.330,95,1.766,91,1.963,24,32%,20%,0.76%,1.01%,1.08%,41.03%,41.03%,0,0.91%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,11/11/2021,1.950,00,,,,,,,,,,0.91%,1.950,00,17.80,2.330,95,1.766,91,1.963,24,32%,20%,0.76%,1.01%,1.08%,41.03%,41.03%,0,0.91%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,11/12/2021,1.950,00,,,,,,,,,,0.91%,1.950,00,17.80,2.330,95,1.766,91,1.963,24,32%,20%,0.76%,1.01%,1.08%,41.03%,41.03%,0,0.91%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,11/15/2021,1.950,00,,,,,,,,,,0.91%,1.950,00,17.80,2.330,95,1.766,91,1.963,24,32%,20%,0.76%,1.01%,1.08%,41.03%,41.03%,0,0.91%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,11/16/2021,1.950,00,,,,,,,,,,0.91%,1.950,00,17.80,2.330,95,1.766,91,1.963,24,32%,20%,0.76%,1.01%,1.08%,41.03%,41.03%,0,0.91%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,11/17/2021,1.950,00,,,,,,,,,,0.91%,1.950,00,17.80,2.330,95,1.766,91,1.963,24,32%,20%,0.76%,1.01%,1.08%,41.03%,41.03%,0,0.91%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,11/18/2021,1.950,00,,,,,,,,,,0.91%,1.950,00,17.80,2.330,95,1.766,91,1.963,24,32%,20%,0.76%,1.01%,1.08%,41.03%,41.03%,0,0.91%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,11/19/2021,1.950,00,,,,,,,,,,0.91%,1.950,00,17.80,2.330,95,1.766,91,1.963,24,32%,20%,0.76%,1.01%,1.08%,41.03%,41.03%,0,0.91%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,11/22/2021,1.950,00,,,,,,,,,,0.91%,1.950,00,17.80,2.330,95,1.766,91,1.963,24,32%,20%,0.76%,1.01%,1.08%,41.03%,41.03%,0,0.91%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,11/23/2021,1.950,00,,,,,,,,,,0.91%,1.950,00,17.80,2.330,95,1.766,91,1.963,24,32%,20%,0.76%,1.01%,1.08%,41.03%,41.03%,0,0.91%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,11/24/2021,1.950,00,,,,,,,,,,0.91%,1.950,00,17.80,2.330,95,1.766,91,1.963,24,32%,20%,0.76%,1.01%,1.08%,41.03%,41.03%,0,0.91%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,11/25/2021,1.950,00,,,,,,,,,,0.91%,1.950,00,17.80,2.330,95,1.766,91,1.963,24,32%,20%,0.76%,1.01%,1.08%,41.03%,41.03%,0,0.91%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,11/26/2021,1.950,00,,,,,,,,,,0.91%,1.950,00,17.80,2.330,95,1.766,91,1.963,24,32%,20%,0.76%,1.01%,1.08%,41.03%,41.03%,0,0.91%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,11/29/2021,1.950,00,,,,,,,,,,0.91%,1.950,00,17.80,2.330,95,1.766,91,1.963,24,32%,20%,0.76%,1.01%,1.08%,41.03%,41.03%,0,0.91%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,11/30/2021,1.950,00,,,,,,,,,,0.91%,1.950,00,17.80,2.330,95,1.766,91,1.963,24,32%,20%,0.76%,1.01%,1.08%,41.03%,41.03%,0,0.91%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,12/1/2021,1.950,00,,,,,,,,,,0.91%,1.950,00,17.80,2.330,95,1.766,91,1.963,24,32%,20%,0.76%,1.01%,1.08%,41.03%,41.03%,0,0.91%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,12/2/2021,1.950,00,,,,,,,,,,0.91%,1.950,00,17.80,2.330,95,1.766,91,1.963,24,32%,20%,0.76%,1.01%,1.08%,41.03%,41.03%,0,0.91%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,12/3/2021,1.950,00,,,,,,,,,,0.91%,1.950,00,17.80,2.330,95,1.766,91,1.963,24,32%,20%,0.76%,1.01%,1.08%,41.03%,41.03%,0,0.91%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,12/6/2021,1.950,00,,,,,,,,,,0.91%,1.950,00,17.80,2.330,95,1.766,91,1.963,24,32%,20%,0.76%,1.01%,1.08%,41.03%,41.03%,0,0.91%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,12/7/2021,1.950,00,,,,,,,,,,0.91%,1.950,00,17.80,2.330,95,1.766,91,1.963,24,32%,20%,0.76%,1.01%,1.08%,41.03%,41.03%,0,0.91%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,12/8/2021,2.025,00,,,,,,,,,,0.88%,2.025,00,17.80,2.330,95,1.766,91,1.963,24,46%,15%,0.76%,1.01%,1.04%,35.80%,35.80%,0,0.91%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,12/9/2021,2.025,00,,,,,,,,,,0.88%,2.025,00,17.80,2.330,95,1.766,91,1.963,24,46%,15%,0.76%,1.01%,1.04%,35.80%,35.80%,0,0.91%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,12/10/2021,2.025,00,,,,,,,,,,0.88%,2.025,00,17.80,2.330,95,1.766,91,1.963,24,46%,15%,0.76%,1.01%,1.04%,35.80%,35.80%,0,0.91%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,12/13/2021,2.025,00,,,,,,,,,,0.88%,2.025,00,17.80,2.330,95,1.766,91,1.963,24,46%,15%,0.76%,1.01%,1.04%,35.80%,35.80%,0,0.91%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,12/14/2021,2.025,00,,,,,,,,,,0.88%,2.025,00,17.80,2.330,95,1.766,91,1.963,24,46%,15%,0.76%,1.01%,1.04%,35.80%,35.80%,0,0.91%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,12/15/2021,2.050,00,,,,,,,,,,0.87%,2.050,00,17.80,2.330,95,1.766,91,1.963,24,50%,14%,0.76%,1.01%,1.02%,34.15%,34.15%,0,0.91%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,12/16/2021,2.050,00,,,,,,,,,,0.87%,2.050,00,17.80,2.330,95,1.766,91,1.963,24,50%,14%,0.76%,1.01%,1.02%,34.15%,34.15%,0,0.91%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,12/17/2021,2.050,00,,,,,,,,,,0.87%,2.050,00,17.80,2.330,95,1.766,91,1.963,24,50%,14%,0.76%,1.01%,1.02%,34.15%,34.15%,0,0.91%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,12/20/2021,2.050,00,,,,,,,,,,0.87%,2.050,00,17.80,2.330,95,1.766,91,1.963,24,50%,14%,0.76%,1.01%,1.02%,34.15%,34.15%,0,0.91%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,12/21/2021,2.050,00,,,,,,,,,,0.87%,2.050,00,17.80,2.330,95,1.766,91,1.963,24,50%,14%,0.76%,1.01%,1.02%,34.15%,34.15%,0,0.91%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,12/22/2021,2.050,00,,,,,,,,,,0.87%,2.050,00,17.80,2.330,95,1.766,91,1.963,24,50%,14%,0.76%,1.01%,1.02%,34.15%,34.15%,0,0.91%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,12/23/2021,2.050,00,,,,,,,,,,0.87%,2.050,00,17.80,2.330,95,1.766,91,1.963,24,50%,14%,0.76%,1.01%,1.02%,34.15%,34.15%,0,0.91%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,12/24/2021,2.050,00,,,,,,,,,,0.87%,2.050,00,17.80,2.330,95,1.766,91,1.963,24,50%,14%,0.76%,1.01%,1.02%,34.15%,34.15%,0,0.91%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,12/27/2021,,,,,,,,,,,0.87%,2.050,00,17.80,2.330,95,1.766,91,1.963,24,50%,14%,0.76%,1.01%,1.02%,34.15%,34.15%,0,0.91%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,12/28/2021,,,,,,,,,,,0.87%,2.050,00,17.80,2.330,95,1.766,91,1.963,24,50%,14%,0.76%,1.01%,1.02%,34.15%,34.15%,0,0.91%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,12/29/2021,2.050,00,,,,,,,,,,0.87%,2.050,00,17.80,2.330,95,1.766,91,1.963,24,50%,14%,0.76%,1.01%,1.02%,34.15%,34.15%,0,0.91%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,12/30/2021,2.050,00,,,,,,,,,,0.87%,2.050,00,17.80,2.330,95,1.766,91,1.963,24,50%,14%,0.76%,1.01%,1.02%,34.15%,34.15%,0,0.91%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,12/31/2021,2.050,00,,,,,,,,,,0.87%,2.050,00,17.80,2.330,95,1.766,91,1.963,24,50%,14%,0.76%,1.01%,1.02%,34.15%,34.15%,0,0.91%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,1/3/2022,,,,,,,,,,,0.93%,2.050,00,19.00,2.488,10,1.886,03,2.095,59,27%,21%,0.76%,1.01%,1.02%,34.15%,34.15%,0,0.91%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,1/4/2022,2.050,00,,,,,,,,,,0.93%,2.050,00,19.00,2.488,10,1.886,03,2.095,59,27%,21%,0.76%,1.01%,1.02%,34.15%,34.15%,0,0.91%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,1/5/2022,2.100,00,,,,,,,,,,0.90%,2.100,00,19.00,2.488,10,1.886,03,2.095,59,36%,18%,0.76%,1.01%,1.00%,30.95%,30.95%,0,0.91%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,1/6/2022,2.100,00,,,,,,,,,,0.90%,2.100,00,19.00,2.488,10,1.886,03,2.095,59,36%,18%,0.76%,1.01%,1.00%,30.95%,30.95%,0,0.91%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,1/7/2022,2.100,00,,,,,,,,,,0.90%,2.100,00,19.00,2.488,10,1.886,03,2.095,59,36%,18%,0.76%,1.01%,1.00%,30.95%,30.95%,0,0.91%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,1/10/2022,2.100,00,,,,,,,,,,0.90%,2.100,00,19.00,2.488,10,1.886,03,2.095,59,36%,18%,0.76%,1.01%,1.00%,30.95%,30.95%,0,0.91%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,1/11/2022,2.100,00,,,,,,,,,,0.90%,2.100,00,19.00,2.488,10,1.886,03,2.095,59,36%,18%,0.76%,1.01%,1.00%,30.95%,30.95%,0,0.91%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,1/12/2022,2.100,00,,,,,,,,,,0.90%,2.100,00,19.00,2.488,10,1.886,03,2.095,59,36%,18%,0.76%,1.01%,1.00%,30.95%,30.95%,0,0.91%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,1/13/2022,2.100,00,,,,,,,,,,0.90%,2.100,00,19.00,2.488,10,1.886,03,2.095,59,36%,18%,0.76%,1.01%,1.00%,30.95%,30.95%,0,0.91%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,1/14/2022,2.100,00,,,,,,,,,,0.90%,2.100,00,19.00,2.488,10,1.886,03,2.095,59,36%,18%,0.76%,1.01%,1.00%,30.95%,30.95%,0,0.91%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,1/17/2022,2.100,00,,,,,,,,,,0.90%,2.100,00,19.00,2.488,10,1.886,03,2.095,59,36%,18%,0.76%,1.01%,1.00%,30.95%,30.95%,0,0.91%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,1/18/2022,2.100,00,,,,,,,,,,0.90%,2.100,00,19.00,2.488,10,1.886,03,2.095,59,36%,18%,0.76%,1.01%,1.00%,30.95%,30.95%,0,0.91%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,1/19/2022,2.100,00,,,,,,,,,,0.90%,2.100,00,19.00,2.488,10,1.886,03,2.095,59,36%,18%,0.76%,1.01%,1.00%,30.95%,30.95%,0,0.91%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,1/20/2022,2.100,00,,,,,,,,,,0.90%,2.100,00,19.00,2.488,10,1.886,03,2.095,59,36%,18%,0.76%,1.01%,1.00%,30.95%,30.95%,0,0.91%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,1/21/2022,2.100,00,,,,,,,,,,0.90%,2.100,00,19.00,2.488,10,1.886,03,2.095,59,36%,18%,0.76%,1.01%,1.00%,30.95%,30.95%,0,0.91%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,1/24/2022,2.100,00,,,,,,,,,,0.90%,2.100,00,19.00,2.488,10,1.886,03,2.095,59,36%,18%,0.76%,1.01%,1.00%,30.95%,30.95%,0,0.91%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,1/25/2022,2.100,00,,,,,,,,,,0.90%,2.100,00,19.00,2.488,10,1.886,03,2.095,59,36%,18%,0.76%,1.01%,1.00%,30.95%,30.95%,0,0.91%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,1/26/2022,2.100,00,,,,,,,,,,0.90%,2.100,00,19.00,2.488,10,1.886,03,2.095,59,36%,18%,0.76%,1.01%,1.00%,30.95%,30.95%,0,0.91%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,1/27/2022,2.100,00,,,,,,,,,,0.90%,2.100,00,19.00,2.488,10,1.886,03,2.095,59,36%,18%,0.76%,1.01%,1.00%,30.95%,30.95%,0,0.91%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,1/28/2022,2.100,00,,,,,,,,,,0.90%,2.100,00,19.00,2.488,10,1.886,03,2.095,59,36%,18%,0.76%,1.01%,1.00%,30.95%,30.95%,0,0.91%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,1/31/2022,2.100,00,,,,,,,,,,0.90%,2.100,00,19.00,2.488,10,1.886,03,2.095,59,36%,18%,0.76%,1.01%,1.00%,30.95%,30.95%,0,0.91%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,2/1/2022,2.100,00,,,,,,,,,,0.90%,2.100,00,19.00,2.488,10,1.886,03,2.095,59,36%,18%,0.76%,1.01%,1.00%,30.95%,30.95%,0,0.91%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,2/2/2022,2.100,00,,,,,,,,,,0.90%,2.100,00,19.00,2.488,10,1.886,03,2.095,59,36%,18%,0.76%,1.01%,1.00%,30.95%,30.95%,0,0.91%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,2/3/2022,2.100,00,,,,,,,,,,0.90%,2.100,00,19.00,2.488,10,1.886,03,2.095,59,36%,18%,0.76%,1.01%,1.00%,30.95%,30.95%,0,0.91%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,2/4/2022,2.100,00,,,,,,,,,,0.90%,2.100,00,19.00,2.488,10,1.886,03,2.095,59,36%,18%,0.76%,1.01%,1.00%,30.95%,30.95%,0,0.91%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,2/7/2022,2.100,00,,,,,,,,,,0.90%,2.100,00,19.00,2.488,10,1.886,03,2.095,59,36%,18%,0.76%,1.01%,1.00%,30.95%,30.95%,0,0.91%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,2/8/2022,2.100,00,,,,,,,,,,0.90%,2.100,00,19.00,2.488,10,1.886,03,2.095,59,36%,18%,0.76%,1.01%,1.00%,30.95%,30.95%,0,0.91%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,2/9/2022,2.100,00,,,,,,,,,,0.90%,2.100,00,19.00,2.488,10,1.886,03,2.095,59,36%,18%,0.76%,1.01%,1.00%,30.95%,30.95%,0,0.91%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,2/10/2022,2.100,00,,,,,,,,,,0.90%,2.100,00,19.00,2.488,10,1.886,03,2.095,59,36%,18%,0.76%,1.01%,1.00%,30.95%,30.95%,0,0.91%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,2/11/2022,2.100,00,,,,,,,,,,0.90%,2.100,00,19.00,2.488,10,1.886,03,2.095,59,36%,18%,0.76%,1.01%,1.00%,30.95%,30.95%,0,0.91%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,2/14/2022,2.100,00,,,,,,,,,,0.90%,2.100,00,19.00,2.488,10,1.886,03,2.095,59,36%,18%,0.76%,1.01%,1.00%,30.95%,30.95%,0,0.91%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,2/15/2022,2.100,00,,,,,,,,,,0.90%,2.100,00,19.00,2.488,10,1.886,03,2.095,59,36%,18%,0.76%,1.01%,1.00%,30.95%,30.95%,0,0.91%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,2/16/2022,2.100,00,,,,,,,,,,0.90%,2.100,00,19.00,2.488,10,1.886,03,2.095,59,36%,18%,0.76%,1.01%,1.00%,30.95%,30.95%,0,0.91%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,2/17/2022,2.100,00,,,,,,,,,,0.90%,2.100,00,19.00,2.488,10,1.886,03,2.095,59,36%,18%,0.76%,1.01%,1.00%,30.95%,30.95%,0,0.91%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,2/18/2022,2.100,00,,,,,,,,,,0.90%,2.100,00,19.00,2.488,10,1.886,03,2.095,59,36%,18%,0.76%,1.01%,1.00%,30.95%,30.95%,0,0.91%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,2/21/2022,2.100,00,,,,,,,,,,0.90%,2.100,00,19.00,2.488,10,1.886,03,2.095,59,36%,18%,0.76%,1.01%,1.00%,30.95%,30.95%,0,0.91%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,2/22/2022,2.100,00,,,,,,,,,,0.90%,2.100,00,19.00,2.488,10,1.886,03,2.095,59,36%,18%,0.76%,1.01%,1.00%,30.95%,30.95%,0,0.91%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,2/23/2022,2.100,00,,,,,,,,,,0.90%,2.100,00,19.00,2.488,10,1.886,03,2.095,59,36%,18%,0.76%,1.01%,1.00%,30.95%,30.95%,0,0.91%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,2/24/2022,2.100,00,,,,,,,,,,0.90%,2.100,00,19.00,2.488,10,1.886,03,2.095,59,36%,18%,0.76%,1.01%,1.00%,30.95%,30.95%,0,0.91%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,2/25/2022,2.100,00,,,,,,,,,,0.90%,2.100,00,19.00,2.488,10,1.886,03,2.095,59,36%,18%,0.76%,1.01%,1.00%,30.95%,30.95%,0,0.91%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,2/28/2022,2.100,00,,,,,,,,,,0.90%,2.100,00,19.00,2.488,10,1.886,03,2.095,59,36%,18%,0.76%,1.01%,1.00%,30.95%,30.95%,0,0.91%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,3/1/2022,2.100,00,,,,,,,,,,0.90%,2.100,00,19.00,2.488,10,1.886,03,2.095,59,36%,18%,0.76%,1.01%,1.00%,30.95%,30.95%,0,0.91%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,3/2/2022,2.100,00,,,,,,,,,,0.90%,2.100,00,19.00,2.488,10,1.886,03,2.095,59,36%,18%,0.76%,1.01%,1.00%,30.95%,30.95%,0,0.91%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,3/3/2022,2.100,00,,,,,,,,,,0.90%,2.100,00,19.00,2.488,10,1.886,03,2.095,59,36%,18%,0.76%,1.01%,1.00%,30.95%,30.95%,0,0.91%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,3/4/2022,2.100,00,,,,,,,,,,0.90%,2.100,00,19.00,2.488,10,1.886,03,2.095,59,36%,18%,0.76%,1.01%,1.00%,30.95%,30.95%,0,0.91%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,3/7/2022,2.100,00,,,,,,,,,,0.90%,2.100,00,19.00,2.488,10,1.886,03,2.095,59,36%,18%,0.76%,1.01%,1.00%,30.95%,30.95%,0,0.91%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,3/8/2022,2.100,00,,,,,,,,,,0.90%,2.100,00,19.00,2.488,10,1.886,03,2.095,59,36%,18%,0.76%,1.01%,1.00%,30.95%,30.95%,0,0.91%,0.00%,,,,,,,,,,,,
